artistid,artistname
40501,the hypnomen
40500,the surfaris
40498,dr. frankenstein
40497,lost acapulco
40495,the tremolo beer gut
40494,robert johnson and punchdrunks
40492,huevos rancheros
40490,doc & merle watson
40489,eddie angel
40488,felix kubin
40487,mercury radio theater
40486,suzanne ciani
40485,the retroliners
40470,plazma
40462,181
40460,visions of atlantis
40457,morandi
40454,sheryfa luna
40453,arash
40450,sash!
40449,lama
40442,amon düül ii
40441,skinny puppy
40440,chrome
40437,univers zero
40436,lindsay cooper
40434,henry cow
40433,popol vuh
40432,bourbonese qualk
40431,clock dva
40430,art zoyd
40429,uk decay
40427,a certain ratio
40426,art bears
40423,play dead
40422,dead voices on air
40421,gong
40420,killing joke
40419,nocturnal emissions
40417,click click
40415,aksak maboul
40413,zoviet france
40411,zu
40410,rational diet
40409,mahavishnu orchestra
40408,miasma & the carousel of headless horses
40407,pink industry
40406,rabih abou-khalil
40405,vidna obmana
40404,amebix
40403,hellhammer
40402,ah cama-sotz
40401,the danse society
40397,23 skidoo
40396,hybryds
40395,rudimentary peni
40393,numb
40391,lustmord
40390,flue
40389,clair obscur
40388,helios creed
40387,the birthday party
40386,front line assembly
40385,die form
40384,attrition
40383,danielle dax
40381,108
40380,klinik
40379,furyo
40371,+/-
40348,wolf parade
40343,woods
40334,circulatory system
40331,i can make a mess like nobody's business
40325,suburban kids with biblical names
40323,the elected
40307,clara luzia
40305,port o'brien
40304,bauchklang
40303,frittenbude
40302,handsome furs
40291,peter doherty
40290,the dø
40287,the cat empire
40281,nina kinert
40272,lmp
40271,g&g sindikatas
40270,hub city stompers
40269,vytautas kernagis
48901,5nizza
40267,empti
40266,the oppressed
40265,decibelios
40264,50
40263,bobby darin
40261,swod
40259,danielius dolskis
40258,antis
40256,clockwork times
40255,aleksandras makejevas
40253,dr. green
40251,n.o.h.a.
40250,oi polloi
40249,giulia y los tellarini
40245,kino
40236,soulja boy
40228,dinosaur jr.
40218,blank dogs
40216,pete seeger
40214,silversun pickups
40204,mirah
40189,the cave singers
40181,lemon slide
40180,alanis morissette
40178,asia 2001
40173,h.u.v.a. network
40172,puoskari
40170,mandalavandalz
40169,saafi brothers
40165,21
40161,shakta
40159,mesh
40157,a bossa elétrica
40156,blessed by a broken heart
40155,b.b. king
40151,tequilajazzz
40150,protoculture
40148,laibach
40146,chi-a.d.
40145,total eclipse
40141,evil nine
40140,dan le sac vs scroobius pip
40139,pnau
40136,sonny j
40129,bitchee bitchee ya ya ya
40128,dj mehdi
40126,the teenagers
40122,tom tom club
40121,empire of the sun
40119,goose
40113,apes and androids
49759,107
40110,van she
40109,anoraak
40107,midnight juggernauts
40104,the whitest boy alive
40103,thieves like us
40098,bonde do rolê
40095,das pop
40093,the new year
40091,beulah
40090,the six parts seven
40089,hezekiah jones
40088,chin up chin up
40087,audio out send
40083,unbunny
40081,ester drang
40080,polar
40079,fruit bats
40078,rogue wave
40077,carissa's wierd
40076,snailhouse
40074,thanksgiving
40073,the prayers and tears of arthur digby sellers
40072,tomihira
40071,the physics of meaning
40068,early day miners
40066,the lonelyhearts
40065,tiny amps
40064,sebadoh
40063,rocky votolato
40061,dreamend
40059,frankel
40058,the dying californian
40057,grand archives
40054,say hi to your mom
40052,iron and wine | calexico
40051,the channel
40050,radar bros.
40049,birdmonster
40048,john guilt
40047,human highway
40046,genghis tron
40045,screeching weasel
40044,u.s. christmas
40042,unsane
40041,mgr
40037,harvestman
40032,totalt jävla mörker
40028,tombs
40026,victims
40023,the fun years
40021,a storm of light
40020,godflesh
40017,jeniferever
40016,the calm blue sea
40012,torche
40011,house of low culture
40008,khanate
40007,errors
40002,keelhaul
40000,astrobotnia
39998,Кровосток
39996,lюк
39993,Последние Танки в Париже
39992,brainstorm
39991,Ленинград
39989,Пурген
39982,#####
39981,bondage fairies
39980,jane air
39976,shitdisco
39973,Дельфин
39970,centr
39969,moray eel
39968,НеГрузовики
39964,paper route
41020,(hed) planet earth
39961,it prevails
39960,stigmata
39956,ksmb
39955,cornelis vreeswijk
39950,varnagel
39949,de lyckliga kompisarna
39948,coca carola
39947,ulf lundell
39945,anti cimex
39944,fish fingers
39943,dag vag
39939,sista sekunden
39937,radioaktiva räker
39935,kalabalik i lingonskogen
39934,nationalteatern
39933,johan johansson
39932,köttgrottorna
39931,räserbajs
39930,strebers
39926,gråben
39924,grisen skriker
39923,eldkvarn
39921,dia psalma
39917,rasta hunden
46603,282
39913,moderat likvidation
39912,broder daniel
39911,sex n' samlevnad
39910,kungers
39909,rolands gosskör
39907,7раса
39906,hyde
39905,rentrer en soi
39904,déspairsray
39903,larc~en~ciel
39902,dir en grey
39900,animal Джаz
39897,lumen
39896,moi dix mois
39895,14
39893,unsraw
39891,edvard grieg
39890,ガゼット
39888,catharsis
39881,2088
39880,mcfly
39874,matt costa
39873,urban ego
39869,jesse mccartney
39868,milow
39865,chaka khan
39864,lucky 7
39858,ashley parker angel
39854,sebastian hämer
39853,marc terenzi
39852,us5
39850,jamisonparker
39845,44
39844,matchbox twenty
39843,nelly
39839,rhythms del mundo
39836,northern lite
39834,sebastian lager
39833,安室奈美恵
39830,12012
39827,이효리
39823,新垣結衣
39818,久石譲
39815,鄭秀文
39812,olivia ong
39811,donawhale
39810,王力宏
39802,alan
39890,the gazette
39800,late night alumni
39798,225
39796,vanessa paradis
39795,big bang
39792,uverworld
39787,abingdon boys school
39783,timbaland
39781,ciara
39769,kristoffer ragnstam
39767,billie the vision & the dancers
39766,the hush now
39761,daniel cirera
39758,the slip
39745,vampire weekend
49240,plus 44
39726,count bass d
39725,dangerdoom
39724,james pants
39723,213
39720,dj cam
39718,busta rhymes
39715,milez benjiman
39709,nate dogg
39707,med
39706,12
39700,al green
39698,bad balance
39693,morgan geist
41057,sa-ra
39690,john tejada
39689,tha dogg pound
39686,mek pek & the pek'a'billies
39682,proem
39680,loess
39679,near the parenthesis
39678,bitcrush
39677,mikael simpson
39674,thomas dybdahl
39673,david gray
39672,tina dickow
39671,blamstrain
39668,alberte
39667,sinne eeg
39664,esem
39663,funckarma
39661,proswell
39659,turboweekend
39658,secede
39657,elisabeth & otto brandenburg
39656,kettel
39655,ilkae
39654,lackluster
39653,milosh
39650,mike sheridan
39649,subtractivelad
39648,syndrone
39647,lusine icl
39646,maps and diagrams
39645,quench
39644,sense
39643,mr. projectile
39642,spleen united
39640,machine drum
39639,md
39637,nephew
39635,12
39633,brothomstates
39632,lars h.u.g.
39631,another electronic musician
39630,arc lab
39627,trolle siebenhaar
39626,deru
39625,the slackers
39623,lucky soul
39621,the toasters
39620,the revelations
39617,the indelicates
39613,alphabeat
39612,big kahuna and the copa cat pack
39610,b.a. baracus band
39609,the brunettes
48032,im from barcelona
39603,club 8
39602,jon brion
39599,the supremes
39596,hepcat
39587,petula clark
39584,django reinhardt
39581,142
39580,mylo
39528,vetusta morla
39527,91
39521,nach scratch
39520,extremoduro
39519,circodelia
39516,286
39515,mojinos escozios
39509,antonio vivaldi
39506,luar na lubre
39505,los rebeldes
39503,los piratas
39502,jarabe de palo
39493,shiro sagisu
39492,los limones
39489,gabinete caligari
39488,girasoules
39486,alan menken & tim rice
39485,saurom lamderth
39469,fat joe
39466,the jonesz
39465,lauryn hill
39460,soul position
39458,pharrell
39454,sokół feat. pono
39452,pono
39448,oliver shanti & friends
39440,krishna das
39439,perfect
39436,kate ryan
39434,jai uttal
39433,caroline myss
39432,boney m.
39431,maria peszek
39430,ultraje a rigor
39428,25
39427,ayo
39426,boguslaw mec
39424,kid abelha
39423,maria rita
39422,cassandra wilson
39421,the shamen
39420,plastic
39419,anoma
39417,rpm
39415,a.r. rahman
39414,julie london
39411,amanda lear
39409,afric simone
39408,atc
39407,edie brickell
39406,gus gus
39402,solar fields
39401,trans-siberian orchestra
39400,hellbillies
39397,sunlounger
39396,211
39395,lillebjørn nilsen
39393,christy moore
39392,hilltop hoods
39387,yanni
39378,hal ketchum
39371,jan hammer
39366,bond
39364,johnny logan & friends
39359,philter
39348,velvet acid christ
39345,flint glass
39341,haujobb
39339,cinema strange
39337,ohgr
39336,175
39335,die sektor
39334,electrypnose
39331,deadchovsky
39330,snakeskin
39328,n.r.m.
39325,bloody dead and sexy
39323,combichrist
39321,skorbut
39319,unheilig
39315,feindflug
39314,novocaine mausoleum
39313,dawn of ashes
39312,ambassador21
39303,brett dennen
39300,rory gallagher
39290,matt wertz
39284,robert plant and the strange sensation
39283,screaming trees
39279,johnnie johnson band
39278,ringo starr
39271,716
39267,nando reis e os infernais
39262,zeca baleiro
39256,nunslaughter
39255,leng tche
39254,fatality
39253,sto zvířat
39252,32
39251,from beyond
39250,malignant tumour
39248,agathocles
39247,cad
39246,spasm
39240,mincing fury and guttural clamour of queer decay
39237,elektrick mann
39235,cattle decapitation
39234,g.o.r.e.
39232,morgion
39230,negligent collateral collapse
39228,agony
39226,cephalic carnage
39224,antigama
39222,jig-ai
39221,torture killer
39210,grand theft auto
39209,snorleifs
39208,oh laura
39205,madrugada
39195,22
39194,hope
39183,the spill canvas
39178,ultima thule
39177,joddla med siv
39175,moneybrother
39174,promoe
39171,coronatus
39170,32crash
39168,eisbrecher
39166,the eternal afflict feat. qntal
39164,eisenfunk
39161,de/vision
39160,schallfaktor
39158,kirlian camera
39157,client
39156,faderhead
39155,das ich
39154,ashbury heights
39153,assemblage 23
39152,deine lakaien
39151,destroid
39149,absurd minds
39148,andreas gross
39147,elane
39146,illuminate
39143,rotersand
39142,stoa
39141,untoten
39140,and one
39139,apoptygma berzerk
39138,blitzkid
39137,colony 5
39136,covenant
39135,evils toy
39134,fixmer/mccarthy
39133,implant
39131,reaper
39130,terror punk syndicate
39129,din [a] tod
39128,leæther strip
39127,2
39124,deathchain
39111,gorgasm
39106,splattered entrails
39102,the amenta
39100,hate
39095,dark funeral
39094,hypnosia
39093,defleshed
39092,abigail williams
39089,terror 2000
39084,cryptopsy
39082,gates of ishtar
39081,inveracity
39077,emeth
39072,felix da housecat
39070,paul van dyk
39061,ben harper & the innocent criminals
39060,bolz bolz
39059,boris brejcha
39054,feadz
39052,kavinsky
39046,5
39045,the mfa
39044,thomas bangalter
39042,vitalic
39035,g. love & special sauce
39034,golden boy with miss kittin
39033,ida corr vs. fedde le grand
39028,surkin
39027,teenage bad girl
39018,dexys midnight runners
39017,circle jerks
39016,ena pá 2000
39011,humble pie
39007,sly & the family stone
39003,kalashnikov
38995,the capitols
38989,ten years after
38985,run-d.m.c.
38982,mata ratos
38973,adele
38965,probot
38954,ra ra riot
38950,priestess
38944,britta persson
38943,raphael saadiq
38942,aloha
38939,the beta band
38937,13
38934,npr
38926,egotronic
38924,mediengruppe telekommander
38923,shy child
38919,trash fashion
38914,xx teens
38907,die sterne
38905,cog
38903,bratze
38902,bang! bang! eche!
38899,bonaparte
38897,flobots
38896,the plane is on fire
38895,hot club de paris
38894,the virgins
38893,public enemy
38888,saalschutz
38885,der tante renate
38882,119
38881,test icicles
38879,the whip
38870,the sonic boom foundation
38869,zbigniew preisner
38865,jan a.p. kaczmarek
38862,angel illarramendi
38858,jewel
38857,17 hippies
38855,菅野よう子
38852,sylvain chauveau
38846,keren ann
38845,jorane
38844,yoshimori makoto
38839,jesse cook
38837,inti-illimani
38833,ana carolina
38832,梶浦由記
38831,la chicana
38828,balmorhea
38826,yasmin levy
38822,rené aubry
38817,karl jenkins
38813,Ólafur arnalds
38809,djordje balasevic
38802,daniel melingo
38796,camille
38793,tin hat trio
38790,the bambi molesters
38774,vama veche
38772,birdman
38769,anal cunt
38767,aborted
38762,71
38758,intestinal disgorge
38757,the forsaken
38753,exhumed
38749,lil scrappy
38748,theory in practice
40780,lovage
38734,eva cassidy
38733,bëlga
38730,squeeze
38724,magna cum laude
38716,boyz ii men
38715,israel kamakawiwoole
38714,tankcsapda
38710,sub bass monster
38704,the beautiful south
38703,7
38697,mutya buena
38686,electronic
38684,monaco
38683,the other two
38679,revenge
38675,talk talk
38668,bomb the bass
38666,blank & jones
38665,pink military
38663,808 state
38660,david potts
38659,dubstar
38658,the church
38657,martin l. gore
38655,the house of love
38653,robotiko rejekto
38652,curve
38651,cranes
38648,devics
38647,nitzer ebb
38645,section 25
38644,peter murphy
38643,chris & cosey
38642,guru josh
38632,isolée
38631,blitzen trapper
38625,michael mayer
38622,ojos de brujo
38621,monolake
38618,steve bug
38616,the acorn
38614,tom barman & guy van nueten
38613,luciano
38610,thomas brinkmann
38609,coldcut
38607,swayzak
38606,scsi
38600,joseph arthur
38599,dfa
38598,scott matthews
38596,the pharcyde
38594,andy stott
38588,il divo
38581,goya
38575,73
38571,jerry rivera
38569,hevia
38566,udit narayan & alka yagnik
38565,bau
38562,ricky martin
38555,front 242
38552,sons and daughters
38551,carter the unstoppable sex machine
38549,project pitchfork
38542,the young gods
38532,prong
38526,die krupps
38517,crass
38508,jean-michel jarre
38507, herbie mann & joao gilberto
38503,les paul & mary ford
38501,funkadelic
38500,les paul
38497,oscar peterson trio
38496,slim & slam
38495,jonn serrie
38494,the sugarcubes
38491,edith frost
38487,boogie down productions
38480,stray cats
38479,benny goodman
38477,steve miller band
38476,steve roach
38475,tones on tail
38474,fishbone
38463,ozzie kotani
38461,negativland
38460,eric dolphy
38458,camper van beethoven
38457,red garland
38456,ledward kaapana
38455,count basie
38450,love and rockets
38436,junkie xl
38435,chris clark
38429,télépopmusik
38428,2h company
38424,free the robots
38422,terranova
38421,newtone
38418,bel canto
38417,crunch
38415,lunatic calm
38413,tipper
38411,add n to (x)
38410,halou
38409,ae
38407,10
38406,disco method
38403,cylob
38402,elite force
38400,the london philharmonic orchestra
38391,old man gloom
38390,callisto
38389,jesu
38388,cave in
38387,tenhi
38385,me and him call it us
38383,as tall as lions
38382,desert city soundtrack
38377,the goslings
38376,pygmy lush
38375,small brown bike
38374,global communication
38370,cursed
38369,xasthur
38368,daniel tosh
38367,envy
38366,the pale pacific
38364,david bazan
38363,dälek
38361,helms alee
38360,electric wizard
38359,sunn o)))
38354,163
38343,david gilmour
38342,roger waters
38336,reação em cadeia
38329,celso blues boy
38328,461
38323,cidadão quem
38320,whitesnake
38319,arnaldo baptista
38317,velhas virgens
38316,stevie ray vaughan
38315,richard wright
38313,jota quest
38310,bacamarte
38308,lulu santos
38306,raimundos
38302,creed
38301,chimarruts
38298,skank
38296,tchê garotos
38293,frejat
38292,air supply
38290,ana carolina & seu jorge
38289,capital inicial
38288,men at work
38286,jeremy enigk
38284,maria muldaur
38282,swiz
38279,lucero
38274,bad brains
38270,left for dead
38269,ruination
38266,red house painters
38263,ringworm
38261,tear it up
38259,panic
38258,the suicide file
38257,blacklisted
38254,gallows
38253,some girls
38252,black cross
38251,pulling teeth
38249,ssd
38248,bury your dead
38245,shark attack
38244,the bronx
38243,the holy mountain
38242,coliseum
38241,cro-mags
38240,the oath
42443,franz joseph haydn
38228,benjamin britten
38226,valerio cosi
38224,kronos quartet
38223,david jack
38221,coleman hawkins
38216,kristin hersh
38215,einojuhani rautavaara
38214,bell orchestre
38209,mitchell akiyama
38207,oranger
38199,johannes brahms
38198,stephen scott
38197,alan hovhaness
38195,dusk + blackdown
38194,györgy kurtág
38193,giovanni pierluigi da palestrina
38191,peteris vasks
38190,gavin bryars
38189,102
38188,harmonia
38187,alice coltrane
38185,biota
38180,ofra haza
38176,aimee mann
38174,tony mouzayek
38173,acetone
38171,roupa nova
38168,the black crowes
38165,ivete sangalo
